idna_subject,checker_type,destination,source,tested_at
last_retested_at_epoch,AVAILABILITY,_http._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,_http._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,_http._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,_http._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-01T21:09,AVAILABILITY,_http._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,_http._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,_http._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,_http._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_http._tcp.example.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,_ldap._tcp.example.com,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-01T21:09,AVAILABILITY,_ldap._tcp.example.com,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,_ldap._tcp.example.com,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,_ldap._tcp.example.com,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,_ldap._tcp.example.com,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,_ldap._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-01T21:09,AVAILABILITY,_ldap._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,_ldap._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,_ldap._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,_ldap._tcp.example.net,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,_ldap._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-01T21:09,AVAILABILITY,_ldap._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,_ldap._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,_ldap._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,_ldap._tcp.example.org,/home/travis/build/PyFunceble/ci_test/_ldap._tcp.example.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,adamwarner.co.uk,/home/travis/build/PyFunceble/ci_test/adamwarner.co.uk,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,adamwarner.co.uk,/home/travis/build/PyFunceble/ci_test/adamwarner.co.uk,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,adamwarner.co.uk,/home/travis/build/PyFunceble/ci_test/adamwarner.co.uk,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,adamwarner.co.uk,/home/travis/build/PyFunceble/ci_test/adamwarner.co.uk,2020-12-22T23:46:26.979058
status,AVAILABILITY,adamwarner.co.uk,/home/travis/build/PyFunceble/ci_test/adamwarner.co.uk,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,adblockplus.org,/home/travis/build/PyFunceble/ci_test/adblockplus.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,adblockplus.org,/home/travis/build/PyFunceble/ci_test/adblockplus.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,adblockplus.org,/home/travis/build/PyFunceble/ci_test/adblockplus.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,adblockplus.org,/home/travis/build/PyFunceble/ci_test/adblockplus.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,adblockplus.org,/home/travis/build/PyFunceble/ci_test/adblockplus.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,apple.com,/home/travis/build/PyFunceble/ci_test/apple.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,apple.com,/home/travis/build/PyFunceble/ci_test/apple.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,apple.com,/home/travis/build/PyFunceble/ci_test/apple.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,apple.com,/home/travis/build/PyFunceble/ci_test/apple.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,apple.com,/home/travis/build/PyFunceble/ci_test/apple.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,asciinema.org,/home/travis/build/PyFunceble/ci_test/asciinema.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,asciinema.org,/home/travis/build/PyFunceble/ci_test/asciinema.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,asciinema.org,/home/travis/build/PyFunceble/ci_test/asciinema.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,asciinema.org,/home/travis/build/PyFunceble/ci_test/asciinema.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,asciinema.org,/home/travis/build/PyFunceble/ci_test/asciinema.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,codecalamity.com,/home/travis/build/PyFunceble/ci_test/codecalamity.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,codecalamity.com,/home/travis/build/PyFunceble/ci_test/codecalamity.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,codecalamity.com,/home/travis/build/PyFunceble/ci_test/codecalamity.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,codecalamity.com,/home/travis/build/PyFunceble/ci_test/codecalamity.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,codecalamity.com,/home/travis/build/PyFunceble/ci_test/codecalamity.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,disc_rd.com,/home/travis/build/PyFunceble/ci_test/discörd.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,disc_rd.com,/home/travis/build/PyFunceble/ci_test/discörd.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,disc_rd.com,/home/travis/build/PyFunceble/ci_test/discörd.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,disc_rd.com,/home/travis/build/PyFunceble/ci_test/discörd.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,disc_rd.com,/home/travis/build/PyFunceble/ci_test/discörd.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,dis_ordapp.com,/home/travis/build/PyFunceble/ci_test/disçordapp.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,dis_ordapp.com,/home/travis/build/PyFunceble/ci_test/disçordapp.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,dis_ordapp.com,/home/travis/build/PyFunceble/ci_test/disçordapp.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,dis_ordapp.com,/home/travis/build/PyFunceble/ci_test/disçordapp.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,dis_ordapp.com,/home/travis/build/PyFunceble/ci_test/disçordapp.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,dnspython.org,/home/travis/build/PyFunceble/ci_test/dnspython.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,dnspython.org,/home/travis/build/PyFunceble/ci_test/dnspython.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,dnspython.org,/home/travis/build/PyFunceble/ci_test/dnspython.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,dnspython.org,/home/travis/build/PyFunceble/ci_test/dnspython.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,dnspython.org,/home/travis/build/PyFunceble/ci_test/dnspython.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,example.com,/home/travis/build/PyFunceble/ci_test/example.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,example.com,/home/travis/build/PyFunceble/ci_test/example.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,example.com,/home/travis/build/PyFunceble/ci_test/example.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,example.com,/home/travis/build/PyFunceble/ci_test/example.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,example.com,/home/travis/build/PyFunceble/ci_test/example.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,example.net,/home/travis/build/PyFunceble/ci_test/example.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,example.net,/home/travis/build/PyFunceble/ci_test/example.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,example.net,/home/travis/build/PyFunceble/ci_test/example.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,example.net,/home/travis/build/PyFunceble/ci_test/example.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,example.net,/home/travis/build/PyFunceble/ci_test/example.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,example.org,/home/travis/build/PyFunceble/ci_test/example.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,example.org,/home/travis/build/PyFunceble/ci_test/example.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,example.org,/home/travis/build/PyFunceble/ci_test/example.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,example.org,/home/travis/build/PyFunceble/ci_test/example.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,example.org,/home/travis/build/PyFunceble/ci_test/example.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,syntax-test,/home/travis/build/PyFunceble/ci_test/failed/syntax-test,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-21T12:17,AVAILABILITY,syntax-test,/home/travis/build/PyFunceble/ci_test/failed/syntax-test,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,syntax-test,/home/travis/build/PyFunceble/ci_test/failed/syntax-test,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,syntax-test,/home/travis/build/PyFunceble/ci_test/failed/syntax-test,2020-12-22T23:46:26.979058
status,AVAILABILITY,syntax-test,/home/travis/build/PyFunceble/ci_test/failed/syntax-test,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,failure.is.the.only.option.mypdns.org,/home/travis/build/PyFunceble/ci_test/failure.is.the.only.option.mypdns.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-01T21:09,AVAILABILITY,failure.is.the.only.option.mypdns.org,/home/travis/build/PyFunceble/ci_test/failure.is.the.only.option.mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,failure.is.the.only.option.mypdns.org,/home/travis/build/PyFunceble/ci_test/failure.is.the.only.option.mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,failure.is.the.only.option.mypdns.org,/home/travis/build/PyFunceble/ci_test/failure.is.the.only.option.mypdns.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,failure.is.the.only.option.mypdns.org,/home/travis/build/PyFunceble/ci_test/failure.is.the.only.option.mypdns.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,firebog.net,/home/travis/build/PyFunceble/ci_test/firebog.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,firebog.net,/home/travis/build/PyFunceble/ci_test/firebog.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,firebog.net,/home/travis/build/PyFunceble/ci_test/firebog.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,firebog.net,/home/travis/build/PyFunceble/ci_test/firebog.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,firebog.net,/home/travis/build/PyFunceble/ci_test/firebog.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,funilrys.com,/home/travis/build/PyFunceble/ci_test/funilrys.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,funilrys.com,/home/travis/build/PyFunceble/ci_test/funilrys.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,funilrys.com,/home/travis/build/PyFunceble/ci_test/funilrys.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,funilrys.com,/home/travis/build/PyFunceble/ci_test/funilrys.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,funilrys.com,/home/travis/build/PyFunceble/ci_test/funilrys.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,github.com,/home/travis/build/PyFunceble/ci_test/github.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,github.com,/home/travis/build/PyFunceble/ci_test/github.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,github.com,/home/travis/build/PyFunceble/ci_test/github.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,github.com,/home/travis/build/PyFunceble/ci_test/github.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,github.com,/home/travis/build/PyFunceble/ci_test/github.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,goetime.com,/home/travis/build/PyFunceble/ci_test/goetime.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,goetime.com,/home/travis/build/PyFunceble/ci_test/goetime.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,goetime.com,/home/travis/build/PyFunceble/ci_test/goetime.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,goetime.com,/home/travis/build/PyFunceble/ci_test/goetime.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,goetime.com,/home/travis/build/PyFunceble/ci_test/goetime.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,google.de,/home/travis/build/PyFunceble/ci_test/google.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,google.de,/home/travis/build/PyFunceble/ci_test/google.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,google.de,/home/travis/build/PyFunceble/ci_test/google.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,google.de,/home/travis/build/PyFunceble/ci_test/google.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,google.de,/home/travis/build/PyFunceble/ci_test/google.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,hotels.com,/home/travis/build/PyFunceble/ci_test/hotels.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,hotels.com,/home/travis/build/PyFunceble/ci_test/hotels.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,hotels.com,/home/travis/build/PyFunceble/ci_test/hotels.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,hotels.com,/home/travis/build/PyFunceble/ci_test/hotels.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,hotels.com,/home/travis/build/PyFunceble/ci_test/hotels.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,invalid.invalid,/home/travis/build/PyFunceble/ci_test/invalid.invalid,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-21T12:17,AVAILABILITY,invalid.invalid,/home/travis/build/PyFunceble/ci_test/invalid.invalid,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,invalid.invalid,/home/travis/build/PyFunceble/ci_test/invalid.invalid,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,invalid.invalid,/home/travis/build/PyFunceble/ci_test/invalid.invalid,2020-12-22T23:46:26.979058
status,AVAILABILITY,invalid.invalid,/home/travis/build/PyFunceble/ci_test/invalid.invalid,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,isonomia.com.ar,/home/travis/build/PyFunceble/ci_test/isonomia.com.ar,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,isonomia.com.ar,/home/travis/build/PyFunceble/ci_test/isonomia.com.ar,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,isonomia.com.ar,/home/travis/build/PyFunceble/ci_test/isonomia.com.ar,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,isonomia.com.ar,/home/travis/build/PyFunceble/ci_test/isonomia.com.ar,2020-12-22T23:46:26.979058
status,AVAILABILITY,isonomia.com.ar,/home/travis/build/PyFunceble/ci_test/isonomia.com.ar,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,matomo.org,/home/travis/build/PyFunceble/ci_test/matomo.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,matomo.org,/home/travis/build/PyFunceble/ci_test/matomo.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,matomo.org,/home/travis/build/PyFunceble/ci_test/matomo.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,matomo.org,/home/travis/build/PyFunceble/ci_test/matomo.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,matomo.org,/home/travis/build/PyFunceble/ci_test/matomo.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,me.uk,/home/travis/build/PyFunceble/ci_test/me.uk,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,me.uk,/home/travis/build/PyFunceble/ci_test/me.uk,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,me.uk,/home/travis/build/PyFunceble/ci_test/me.uk,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,me.uk,/home/travis/build/PyFunceble/ci_test/me.uk,2020-12-22T23:46:26.979058
status,AVAILABILITY,me.uk,/home/travis/build/PyFunceble/ci_test/me.uk,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
